施設名	住所	緯度	経度	標高	液状化
FUSE    浜松市中区鍛冶町１００－１	34.7051	137.7301	6.2183	小（緑）
西小学校浜松市中区鴨江町７０－１	34.7062	137.7213	28.4191	無し
市立東小学校浜松市中区中央二丁目２－１	34.7117	137.7384	5.6024	小（緑）
双葉小学校浜松市中区海老塚二丁目５－１	34.6998	137.7319	4.0400	大（赤）
市立県居小学校浜松市中区東伊場二丁目５－１	34.6985	137.7215	3.1700	大（赤）
ZAZA中央館浜松市中区鍛冶町１００－１	34.7051	137.7301	60.0000	小（緑）
						
				
